"","publisher","page_id","name","urlslug","id","align","eye","hair","sex","gsm","alive","appearances","first_appearance","month","year","date"
"7617","Marvel",18845,"Wayne Gifford (Earth-616)","\/Wayne_Gifford_(Earth-616)","Secret Identity","Bad Characters",NA,"Orange Hair","Male Characters",NA,"Living Characters",3,"1992, December","December",1992,1992-12-01
"7618","Marvel",272442,"Wild One (Earth-616)","\/Wild_One_(Earth-616)",NA,"Bad Characters","Variable Eyes","Black Hair","Male Characters",NA,"Living Characters",3,"1992, July","July",1992,1992-07-01
"7619","Marvel",66410,"Wiretap (Earth-616)","\/Wiretap_(Earth-616)",NA,NA,NA,"Red Hair","Male Characters",NA,"Living Characters",3,"1992, July","July",1992,1992-07-01
"7620","Marvel",15627,"Aberdeen Angus (Earth-616)","\/Aberdeen_Angus_(Earth-616)","Secret Identity",NA,NA,NA,"Male Characters",NA,"Living Characters",3,"1993, February","February",1993,1993-02-01
"7621","Marvel",490638,"Allo (Earth-616)","\/Allo_(Earth-616)","No Dual Identity","Bad Characters",NA,"No Hair","Male Characters",NA,"Living Characters",3,"1993, April","April",1993,1993-04-01
"7622","Marvel",93215,"Andrew Black (Earth-616)","\/Andrew_Black_(Earth-616)","Secret Identity","Good Characters",NA,"Red Hair","Male Characters",NA,"Living Characters",3,"1993, September","September",1993,1993-09-01
"7623","Marvel",66456,"Andrew Prentiss (Earth-616)","\/Andrew_Prentiss_(Earth-616)","Secret Identity","Good Characters","Blue Eyes","Brown Hair","Male Characters",NA,"Living Characters",3,"1993, February","February",1993,1993-02-01
"7624","Marvel",490639,"Anky (Earth-616)","\/Anky_(Earth-616)","No Dual Identity","Bad Characters",NA,"No Hair","Male Characters",NA,"Living Characters",3,"1993, April","April",1993,1993-04-01
"7625","Marvel",13466,"Arex (Earth-616)","\/Arex_(Earth-616)","Secret Identity","Good Characters",NA,NA,"Male Characters",NA,"Living Characters",3,"1993, April","April",1993,1993-04-01
"7626","Marvel",101564,"Ariel Tremmore (Earth-616)","\/Ariel_Tremmore_(Earth-616)","Secret Identity","Bad Characters","Blue Eyes","Brown Hair","Female Characters",NA,"Living Characters",3,"1993, March","March",1993,1993-03-01
"7627","Marvel",30346,"Atrocity (Earth-616)","\/Atrocity_(Earth-616)","Secret Identity","Bad Characters","Brown Eyes","Brown Hair","Male Characters",NA,"Living Characters",3,"1993, December","December",1993,1993-12-01
"7628","Marvel",41363,"Bloodstain (Earth-616)","\/Bloodstain_(Earth-616)","Secret Identity","Bad Characters",NA,"Blond Hair","Male Characters",NA,"Deceased Characters",3,"1993, August","August",1993,1993-08-01
"7629","Marvel",129886,"Braxus (Earth-616)","\/Braxus_(Earth-616)","Secret Identity","Good Characters",NA,"White Hair","Female Characters",NA,"Living Characters",3,"1993, April","April",1993,1993-04-01
"7630","Marvel",442714,"Bront (Earth-616)","\/Bront_(Earth-616)","No Dual Identity","Bad Characters",NA,"No Hair","Male Characters",NA,"Living Characters",3,"1993, April","April",1993,1993-04-01
"7631","Marvel",16297,"Cabbage (Earth-616)","\/Cabbage_(Earth-616)","Secret Identity",NA,NA,"Bald","Male Characters",NA,"Living Characters",3,"1993, February","February",1993,1993-02-01
"7632","Marvel",17012,"Carl Blake (Earth-616)","\/Carl_Blake_(Earth-616)","Secret Identity",NA,"Brown Eyes","Black Hair","Male Characters",NA,"Living Characters",3,"1993, September","September",1993,1993-09-01
"7633","Marvel",29114,"Daniel Davis (Earth-616)","\/Daniel_Davis_(Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",NA,"Living Characters",3,"1993, September","September",1993,1993-09-01
"7634","Marvel",130087,"Daniel Jones (Earth-616)","\/Daniel_Jones_(Earth-616)","Secret Identity","Good Characters","Brown Eyes","Brown Hair","Male Characters",NA,"Living Characters",3,"1993, November","November",1993,1993-11-01
"7635","Marvel",27535,"Dementia (Tia) (Earth-616)","\/Dementia_(Tia)_(Earth-616)","Secret Identity",NA,NA,"Blue Hair","Female Characters",NA,"Living Characters",3,"1993, June","June",1993,1993-06-01
"7636","Marvel",1778,"Eric Kleinstock (Earth-616)","\/Eric_Kleinstock_(Earth-616)","Secret Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Deceased Characters",3,"1993, March","March",1993,1993-03-01
"7637","Marvel",301742,"Eris (Earth-616)","\/Eris_(Earth-616)",NA,"Bad Characters","Blue Eyes","Blond Hair","Female Characters",NA,"Living Characters",3,"1993, June","June",1993,1993-06-01
"7638","Marvel",44642,"Estelle Hawkins (Earth-616)","\/Estelle_Hawkins_(Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Female Characters",NA,"Living Characters",3,"1993, March","March",1993,1993-03-01
"7639","Marvel",284883,"Gale Patric (Earth-616)","\/Gale_Patric_(Earth-616)","Public Identity","Good Characters","Green Eyes","Blond Hair","Female Characters",NA,"Living Characters",3,"1993, October","October",1993,1993-10-01
"7640","Marvel",16025,"Gary Wilton, Jr. (Earth-616)","\/Gary_Wilton,_Jr._(Earth-616)","Secret Identity",NA,"Black Eyes","No Hair","Male Characters",NA,"Living Characters",3,"1993, September","September",1993,1993-09-01
"7641","Marvel",557920,"Genkotsu (Earth-616)","\/Genkotsu_(Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",NA,"Living Characters",3,"1993, October","October",1993,1993-10-01
"7642","Marvel",101633,"Harriet Homerstone (Earth-616)","\/Harriet_Homerstone_(Earth-616)","Public Identity","Good Characters",NA,"Black Hair","Female Characters",NA,"Living Characters",3,"1993, October","October",1993,1993-10-01
"7643","Marvel",34269,"Jason Maldonado (Earth-616)","\/Jason_Maldonado_(Earth-616)",NA,"Good Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",3,"1993, July","July",1993,1993-07-01
"7644","Marvel",254262,"Jean DeZoan (Earth-616)","\/Jean_DeZoan_(Earth-616)",NA,"Bad Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",3,"1993, March","March",1993,1993-03-01
"7645","Marvel",250549,"Johann Bessler (Earth-616)","\/Johann_Bessler_(Earth-616)","Secret Identity","Bad Characters","Red Eyes",NA,"Male Characters",NA,"Living Characters",3,"1993, May","May",1993,1993-05-01
"7646","Marvel",120836,"Katherine Ainsley-Jones (Earth-616)","\/Katherine_Ainsley-Jones_(Earth-616)",NA,"Bad Characters",NA,"Black Hair","Female Characters",NA,"Living Characters",3,"1993, September","September",1993,1993-09-01
"7647","Marvel",130706,"Ksa (Earth-616)","\/Ksa_(Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",NA,"Living Characters",3,"1993, September","September",1993,1993-09-01
"7648","Marvel",44643,"Lachlan Carroll (Earth-616)","\/Lachlan_Carroll_(Earth-616)",NA,"Bad Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",3,"1993, March","March",1993,1993-03-01
"7649","Marvel",18377,"Lisabeth Borden (Earth-616)","\/Lisabeth_Borden_(Earth-616)","Secret Identity","Bad Characters",NA,"Blond Hair","Female Characters",NA,"Living Characters",3,"1993, September","September",1993,1993-09-01
"7650","Marvel",745771,"Malekyth (Earth-616)","\/Malekyth_(Earth-616)","No Dual Identity","Bad Characters",NA,"No Hair","Male Characters",NA,"Living Characters",3,"1993, January","January",1993,1993-01-01
"7651","Marvel",130789,"Manitou (Earth-616)","\/Manitou_(Earth-616)","Secret Identity","Bad Characters","White Eyes","No Hair","Male Characters",NA,"Living Characters",3,"1993, September","September",1993,1993-09-01
"7652","Marvel",17003,"Martin Strong (Earth-616)","\/Martin_Strong_(Earth-616)",NA,"Bad Characters",NA,"Bald","Male Characters",NA,"Living Characters",3,"1993, October","October",1993,1993-10-01
"7653","Marvel",2218,"Michelle Balters (Earth-616)","\/Michelle_Balters_(Earth-616)","Secret Identity",NA,"Purple Eyes","Black Hair","Female Characters",NA,"Living Characters",3,"1993, October","October",1993,1993-10-01
"7654","Marvel",510634,"Mona St. Croix (Earth-616)","\/Mona_St._Croix_(Earth-616)","Public Identity","Good Characters","Brown Eyes","Black Hair","Female Characters",NA,"Living Characters",3,"1993, September","September",1993,1993-09-01
"7655","Marvel",16800,"Oak (Earth-616)","\/Oak_(Earth-616)","Secret Identity",NA,"White Eyes","No Hair","Male Characters",NA,"Living Characters",3,"1993, March","March",1993,1993-03-01
"7656","Marvel",127356,"Oriole (Earth-616)","\/Oriole_(Earth-616)","Secret Identity","Bad Characters",NA,"Orange Hair","Male Characters",NA,"Deceased Characters",3,"1993, November","November",1993,1993-11-01
"7657","Marvel",611677,"Osamu Moroboshi (Earth-616)","\/Osamu_Moroboshi_(Earth-616)","Public Identity","Bad Characters","Brown Eyes","Brown Hair","Male Characters",NA,"Deceased Characters",3,"1993, February","February",1993,1993-02-01
"7658","Marvel",34596,"Paranoia (Demon) (Earth-616)","\/Paranoia_(Demon)_(Earth-616)",NA,"Bad Characters",NA,NA,NA,NA,"Living Characters",3,"1993, December","December",1993,1993-12-01
"7659","Marvel",16874,"Peanut (Warpies) (Earth-616)","\/Peanut_(Warpies)_(Earth-616)","Secret Identity",NA,NA,"No Hair",NA,NA,"Living Characters",3,"1993, January","January",1993,1993-01-01
"7660","Marvel",88583,"Perseus (Earth-616)","\/Perseus_(Earth-616)","Secret Identity","Good Characters",NA,NA,"Male Characters",NA,"Living Characters",3,"1993, July","July",1993,1993-07-01
"7661","Marvel",490637,"Pter (Earth-616)","\/Pter_(Earth-616)","No Dual Identity","Bad Characters",NA,"No Hair","Male Characters",NA,"Living Characters",3,"1993, April","April",1993,1993-04-01
"7662","Marvel",16884,"Pumice (Earth-616)","\/Pumice_(Earth-616)","Secret Identity",NA,NA,"No Hair","Male Characters",NA,"Living Characters",3,"1993, February","February",1993,1993-02-01
"7663","Marvel",30352,"Ranter (Earth-616)","\/Ranter_(Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",NA,"Living Characters",3,"1993, December","December",1993,1993-12-01
"7664","Marvel",30345,"Regent (Earth-616)","\/Regent_(Earth-616)","Secret Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",3,"1993, December","December",1993,1993-12-01
"7665","Marvel",79650,"Reginald Tork (Earth-616)","\/Reginald_Tork_(Earth-616)",NA,"Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",3,"1993, November","November",1993,1993-11-01
"7666","Marvel",129895,"Sapphire (Earth-616)","\/Sapphire_(Earth-616)","Secret Identity","Good Characters",NA,"Black Hair","Female Characters",NA,"Living Characters",3,"1993, April","April",1993,1993-04-01
"7667","Marvel",633092,"Sasha Ryan (Earth-616)","\/Sasha_Ryan_(Earth-616)","Public Identity",NA,"Brown Eyes","Brown Hair","Female Characters",NA,"Living Characters",3,"1993, March","March",1993,1993-03-01
"7668","Marvel",683963,"Seeker II (Inhuman) (Earth-616)","\/Seeker_II_(Inhuman)_(Earth-616)",NA,NA,NA,NA,"Male Characters",NA,"Living Characters",3,"1993, June","June",1993,1993-06-01
"7669","Marvel",389322,"Sig-Rass (Earth-616)","\/Sig-Rass_(Earth-616)","No Dual Identity","Bad Characters",NA,"Bald","Male Characters",NA,"Living Characters",3,"1993, July","July",1993,1993-07-01
"7670","Marvel",12139,"Soul Skinner (Earth-616)","\/Soul_Skinner_(Earth-616)","Secret Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Deceased Characters",3,"1993, February","February",1993,1993-02-01
"7671","Marvel",104157,"Sponge (Earth-616)","\/Sponge_(Earth-616)","Secret Identity",NA,NA,"Black Hair","Female Characters",NA,"Living Characters",3,"1993, March","March",1993,1993-03-01
"7672","Marvel",16950,"Static (Warpies) (Earth-616)","\/Static_(Warpies)_(Earth-616)","Secret Identity",NA,NA,"Orange Hair","Male Characters",NA,"Living Characters",3,"1993, March","March",1993,1993-03-01
"7673","Marvel",442715,"Styro (Earth-616)","\/Styro_(Earth-616)","No Dual Identity","Bad Characters",NA,"No Hair","Male Characters",NA,"Living Characters",3,"1993, April","April",1993,1993-04-01
"7674","Marvel",85045,"Syphon (Warpies) (Earth-616)","\/Syphon_(Warpies)_(Earth-616)","Secret Identity",NA,NA,"Bald","Male Characters",NA,"Living Characters",3,"1993, March","March",1993,1993-03-01
"7675","Marvel",30099,"Syth (Earth-616)","\/Syth_(Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",NA,"Living Characters",3,"1993, November","November",1993,1993-11-01
"7676","Marvel",127357,"Tanager (Earth-616)","\/Tanager_(Earth-616)","Secret Identity","Bad Characters",NA,"Blond Hair","Female Characters",NA,"Deceased Characters",3,"1993, May","May",1993,1993-05-01
"7677","Marvel",643320,"Tania (Earth-616)","\/Tania_(Earth-616)","Public Identity","Good Characters","Black Eyes","Black Hair","Female Characters",NA,"Living Characters",3,"1993, December","December",1993,1993-12-01
"7678","Marvel",9049,"Valtorr (Earth-616)","\/Valtorr_(Earth-616)","Secret Identity",NA,NA,NA,NA,NA,"Living Characters",3,"1993, January","January",1993,1993-01-01
"7679","Marvel",453097,"Victoria Creed (Earth-616)","\/Victoria_Creed_(Earth-616)","Secret Identity",NA,"Blue Eyes","Brown Hair","Female Characters",NA,"Deceased Characters",3,"1993, August","August",1993,1993-08-01
"7680","Marvel",16659,"Weasel (Warpies) (Earth-616)","\/Weasel_(Warpies)_(Earth-616)","Secret Identity","Bad Characters",NA,"Brown Hair","Female Characters",NA,"Living Characters",3,"1993, January","January",1993,1993-01-01
"7681","Marvel",44644,"Willie Tamm (Earth-616)","\/Willie_Tamm_(Earth-616)","Secret Identity","Bad Characters",NA,"Bald","Male Characters",NA,"Living Characters",3,"1993, March","March",1993,1993-03-01
"7682","Marvel",129891,"Xena (Earth-616)","\/Xena_(Earth-616)","Secret Identity","Good Characters",NA,"Purple Hair","Female Characters",NA,"Living Characters",3,"1993, April","April",1993,1993-04-01
"7683","Marvel",543483,"88 (Earth-616)","\/88_(Earth-616)","Public Identity","Bad Characters","Blue Eyes","Blond Hair","Male Characters",NA,"Living Characters",3,"1994, March","March",1994,1994-03-01
"7684","Marvel",555399,"Abysss (Earth-616)","\/Abysss_(Earth-616)","Secret Identity","Bad Characters","White Eyes","No Hair","Male Characters",NA,"Living Characters",3,"1994, January","January",1994,1994-01-01
"7685","Marvel",16444,"Albert Wanton (Earth-616)","\/Albert_Wanton_(Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",NA,"Living Characters",3,"1994, May","May",1994,1994-05-01
"7686","Marvel",638441,"Archer Bryce (Earth-616)","\/Archer_Bryce_(Earth-616)","No Dual Identity",NA,"Black Eyes","Black Hair","Male Characters",NA,"Living Characters",3,"1994, June","June",1994,1994-06-01
"7687","Marvel",16757,"Aron Nora (Earth-616)","\/Aron_Nora_(Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",NA,"Deceased Characters",3,"1994, May","May",1994,1994-05-01
"7688","Marvel",16222,"Ava Peloso (Earth-616)","\/Ava_Peloso_(Earth-616)","Secret Identity",NA,NA,"Brown Hair","Female Characters",NA,"Living Characters",3,"1994, May","May",1994,1994-05-01
"7689","Marvel",171671,"Barbara Gruber (Earth-616)","\/Barbara_Gruber_(Earth-616)","Secret Identity","Bad Characters",NA,"Auburn Hair","Female Characters",NA,"Living Characters",3,"1994, June","June",1994,1994-06-01
"7690","Marvel",249900,"Barton Ford (Earth-616)","\/Barton_Ford_(Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",NA,"Living Characters",3,"1994, August","August",1994,1994-08-01
"7691","Marvel",636143,"Benita Sanchez (Earth-616)","\/Benita_Sanchez_(Earth-616)","No Dual Identity",NA,"Brown Eyes","Black Hair","Female Characters",NA,"Living Characters",3,"1994, February","February",1994,1994-02-01
"7692","Marvel",728625,"Blowfly (Earth-616)","\/Blowfly_(Earth-616)","Secret Identity","Bad Characters","Brown Eyes",NA,"Male Characters",NA,"Living Characters",3,"1994, September","September",1994,1994-09-01
"7693","Marvel",533891,"Bogart Jeffries (Earth-616)","\/Bogart_Jeffries_(Earth-616)","No Dual Identity",NA,NA,"Brown Hair","Male Characters",NA,"Living Characters",3,"1994, November","November",1994,1994-11-01
"7694","Marvel",439671,"Brassknuckles (Earth-616)","\/Brassknuckles_(Earth-616)","Secret Identity","Bad Characters",NA,"No Hair","Male Characters",NA,"Living Characters",3,"1994, February","February",1994,1994-02-01
"7695","Marvel",60675,"Bristle (Earth-616)","\/Bristle_(Earth-616)","Secret Identity",NA,"Red Eyes","Brown Hair","Male Characters",NA,"Living Characters",3,"1994, March","March",1994,1994-03-01
"7696","Marvel",247318,"Caitlin Maddox (Earth-616)","\/Caitlin_Maddox_(Earth-616)","Public Identity","Good Characters",NA,"Brown Hair","Female Characters",NA,"Living Characters",3,"1994, June","June",1994,1994-06-01
"7697","Marvel",243160,"Daniel Peyer (Earth-616)","\/Daniel_Peyer_(Earth-616)",NA,NA,NA,"Blond Hair","Male Characters",NA,"Living Characters",3,"1994, September","September",1994,1994-09-01
"7698","Marvel",7667,"David Anthony Rice (Earth-616)","\/David_Anthony_Rice_(Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",NA,"Living Characters",3,"1994, November","November",1994,1994-11-01
"7699","Marvel",19304,"David Christopher Bank (Earth-616)","\/David_Christopher_Bank_(Earth-616)","Secret Identity","Good Characters","Brown Eyes","Brown Hair","Male Characters",NA,"Living Characters",3,"1994, December","December",1994,1994-12-01
"7700","Marvel",19309,"Dean Swayvrick (Earth-616)","\/Dean_Swayvrick_(Earth-616)","Public Identity",NA,NA,"Black Hair","Male Characters",NA,"Deceased Characters",3,"1994, January","January",1994,1994-01-01
"7701","Marvel",16812,"Efrain Normas (Earth-616)","\/Efrain_Normas_(Earth-616)","Secret Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",3,"1994, May","May",1994,1994-05-01
"7702","Marvel",43389,"Florence Destine (Earth-616)","\/Florence_Destine_(Earth-616)",NA,"Good Characters",NA,"Grey Hair","Female Characters",NA,"Deceased Characters",3,"1994, October","October",1994,1994-10-01
"7703","Marvel",258582,"Hyrm (Earth-616)","\/Hyrm_(Earth-616)",NA,"Bad Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",3,"1994, October","October",1994,1994-10-01
"7704","Marvel",18831,"Janet Galloway (Earth-616)","\/Janet_Galloway_(Earth-616)",NA,NA,NA,NA,"Female Characters",NA,"Living Characters",3,"1994, September","September",1994,1994-09-01
"7705","Marvel",154868,"Javelynn (Earth-616)","\/Javelynn_(Earth-616)","Secret Identity","Bad Characters",NA,"Blond Hair","Female Characters",NA,"Living Characters",3,"1994, January","January",1994,1994-01-01
